track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri,lastfm_listeners,lastfm_playcount,lastfm_tags,mb_country,mb_area,mb_tags,mb_score,mb_career_start,mb_career_end,mb_artist_type,mb_gender,lastfm_track_listeners,lastfm_track_playcount,lastfm_track_tags,external_source
Close your eyes,Sheath,Sheath; 7ove,Realms Unveiled in Reverie,,,,,2025-03-03,2:45,False,https://open.spotify.com/track/65JnhRGdenwrNrhya1FDft,spotify:track:65JnhRGdenwrNrhya1FDft,65376,426002,Lo-Fi; lofi; instrumental hiphop; melancholic; chillhop,,Mumbai,lo-fi hip hop; hip hop; instrumental; chillwave; instrumental hip hop,100,,,Person,male,14849,46256,,lastfm+mb
Distant,Tibeauthetraveler,Tibeauthetraveler; Trix.,Travel Buddies,,,,,2022-03-14,2:13,False,https://open.spotify.com/track/3y2igQZuHEW2gpIYgPF4Ip,spotify:track:3y2igQZuHEW2gpIYgPF4Ip,375449,5211695,electronic; Lo-Fi; Belgium; chillout; instrumental hip-hop,BE,Belgium,downtempo; instrumental; hip hop; lo-fi; boom bap,100,1997,,Person,male,57732,137252,,lastfm+mb
Epiphany,WYS,WYS,South Pole,,,,,2023-01-02,2:25,False,https://open.spotify.com/track/7rqNwK73Q60SUZmnVDwcXr,spotify:track:7rqNwK73Q60SUZmnVDwcXr,513312,5969917,Lo-Fi; electronic; chill; chillhop; french,,Besançon,lo-fi hip hop; hip hop; chillwave; instrumental hip hop; boom bap,100,,,Person,male,22399,50538,,lastfm+mb
Butterfly,møndberg,møndberg; Grisp,Living Free,,,,,2022-05-21,2:52,False,https://open.spotify.com/track/2BKcTjlIEBDPVqS8KbAzdg,spotify:track:2BKcTjlIEBDPVqS8KbAzdg,102723,466148,,TR,Türkiye,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,14435,27891,,lastfm+mb
Stepping Stones,Pierson Booth,Pierson Booth; after noon,The Beginning,,,,,2023-08-31,2:12,False,https://open.spotify.com/track/2o0BjaHKGML4TUE2M0PH8M,spotify:track:2o0BjaHKGML4TUE2M0PH8M,90771,1266167,,AU,Australia,hip hop; boom bap; chillwave; lo-fi; lo-fi hip hop,100,2004,,Person,male,9246,56820,,lastfm+mb
Glory,Blue Fox,Blue Fox,Dreamland,,,,,2024-10-07,2:51,False,https://open.spotify.com/track/1DdkYTlB2a8sq4wLuRjGxI,spotify:track:1DdkYTlB2a8sq4wLuRjGxI,141087,811714,k-pop; americana; girl group; pop; Lo-Fi,US,United States,electronic; soundtrack; classical; video game; composer,100,1991,,Person,male,9812,18128,,lastfm+mb
oregon,Bert,Bert,offline,,,,,2021-06-25,2:22,False,https://open.spotify.com/track/06QaQFHK4kucXujYre7FnD,spotify:track:06QaQFHK4kucXujYre7FnD,180792,1087604,noise rock; electronic; Soundtrack; emo; Lo-Fi,DE,Germany,jazz; easy listening; sweet and gentle; death by stroke; 2008 universal fire victim,100,1923,1980,Person,male,26931,78884,,lastfm+mb
peach jam,Goofy Cat,Goofy Cat,sweet loop,,,,,2025-09-22,2:44,False,https://open.spotify.com/track/5w3u0Fuwoe9RlUJipovymI,spotify:track:5w3u0Fuwoe9RlUJipovymI,8587,63944,,GB,United Kingdom,folk rock; singer-songwriter; katmandu; folk; folk pop,100,1948,,Person,male,1011,1747,,lastfm+mb
Sailboats and Constellations,after noon,after noon,Sailboats and Constellations,,,,,2024-12-09,2:25,False,https://open.spotify.com/track/6FrKwITO8Mq4wIjy7Sm18N,spotify:track:6FrKwITO8Mq4wIjy7Sm18N,94955,1180856,Lo-Fi; electronic,PL,Poland,,100,1979,,Person,male,18259,60579,,lastfm+mb
Miles Away,Spencer Hunt,Spencer Hunt,Morning Coffee,,,,,2022-04-11,2:13,False,https://open.spotify.com/track/0e4Am972s6Sc52FStKr4Wu,spotify:track:0e4Am972s6Sc52FStKr4Wu,256235,1816074,chillout; electronic; Lo-Fi; instrumental; chill,GB,United Kingdom,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,27349,62281,,lastfm+mb
Cabin In A Forest,xander.,xander.,Daydreaming,,,,,2021-06-09,3:13,False,https://open.spotify.com/track/55v0qQRNpvwviqvxRmkGWa,spotify:track:55v0qQRNpvwviqvxRmkGWa,377556,4197839,Lo-Fi; electronic; United States; USA; instrumental hip-hop,US,United States,trance; downtempo; pop; dubstep; hardcore,100,,,Person,male,35127,80139,,lastfm+mb
Back2Bed,Sátyr,Sátyr; Phlocalyst,Aiode,,,,,2022-03-22,2:48,False,https://open.spotify.com/track/4snAhCZR8AeN3T7rGMwL6d,spotify:track:4snAhCZR8AeN3T7rGMwL6d,272639,1858722,instrumental; german; germany; electronic; Lo-Fi,DE,Germany,electronic; downtempo; instrumental; hip hop; lo-fi,100,,,Person,male,59008,148244,,lastfm+mb
Walk Alone,Swink,Swink,Where I See Myself,,,,,2024-06-03,2:30,False,https://open.spotify.com/track/22pMi1xp3I5A502MIK93vN,spotify:track:22pMi1xp3I5A502MIK93vN,209680,1358495,lofi-hiphop; folk,FR,France,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,11477,21339,,lastfm+mb
Glass Spire,Kainbeats,Kainbeats; Towerz,Finding Beauty,,,,,2021-05-12,2:38,False,https://open.spotify.com/track/09fFmAeZS1o3COvaF0l7WD,spotify:track:09fFmAeZS1o3COvaF0l7WD,413723,5394021,instrumental hip-hop; electronic; chillhop; lofi; Lo-Fi,US,United States,downtempo; classical; instrumental; ambient; hip hop,100,,,Person,male,56531,155184,,lastfm+mb
Fields,Leavv,Leavv,Cloud Shapes,,,,,2021-08-28,1:58,False,https://open.spotify.com/track/4P0nPGL9rGLmkWFFeiIEtE,spotify:track:4P0nPGL9rGLmkWFFeiIEtE,410908,3789478,chillhop; beats; Lo-Fi; electronic; instrumental hip-hop,,Köln,chillwave; instrumental hip hop; lo-fi; lo-fi hip hop; hip hop,100,,,Person,male,76564,203769,,lastfm+mb
honesty,xander.,xander.; Lucid Keys,A Quiet Hour,,,,,2026-03-09,3:18,False,https://open.spotify.com/track/6I0gqsnPgre0c00b26gyR0,spotify:track:6I0gqsnPgre0c00b26gyR0,377556,4197839,Lo-Fi; electronic; United States; USA; instrumental hip-hop,US,United States,trance; downtempo; pop; dubstep; hardcore,100,,,Person,male,3791,6098,,lastfm+mb
reconciliation,j'san,j'san; Klemsis,Fragments,,,,,2026-03-02,2:40,False,https://open.spotify.com/track/4Cbn0V5zUmMnob1tGWNokJ,spotify:track:4Cbn0V5zUmMnob1tGWNokJ,549689,5391271,Lo-Fi; instrumental hip-hop; instrumental; jazz; chillhop,,,,100,,,Group,,4960,8818,,lastfm+mb
Enchanted Forest,KioKo,KioKo,Enchanted Forest,,,,,2023-11-23,2:07,False,https://open.spotify.com/track/4O9mYpdcDVbX2TzIOwYYPT,spotify:track:4O9mYpdcDVbX2TzIOwYYPT,58584,253735,post-rock; electronic; chill; UK; Lo-Fi,,,hip hop; chillwave; instrumental hip hop; lo-fi; lo-fi hip hop,100,,,Person,male,2425,6585,,lastfm+mb
sunmist,Kainbeats,Kainbeats; after noon,sunmist,,,,,2026-03-30,2:24,False,https://open.spotify.com/track/0YapxDOsfI0sftqEy3dPO5,spotify:track:0YapxDOsfI0sftqEy3dPO5,413723,5394021,instrumental hip-hop; electronic; chillhop; lofi; Lo-Fi,US,United States,downtempo; classical; instrumental; ambient; hip hop,100,,,Person,male,3450,5365,,lastfm+mb
Everything Gone,Mujo,Mujo; Jhove; Sweet Medicine,Better Days,,,,,2021-08-30,1:53,False,https://open.spotify.com/track/68fioc6fEksWsxWj8p73Nf,spotify:track:68fioc6fEksWsxWj8p73Nf,510539,5198922,beats; Hip-Hop; instrumental hip-hop; Lo-Fi; hungarian,HU,Hungary,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,75410,202480,,lastfm+mb
Ballads,ENRA,ENRA; dr. niar,Blue Hour,,,,,2021-09-11,2:22,False,https://open.spotify.com/track/5D2WgOqooIdPdGPkKpQskQ,spotify:track:5D2WgOqooIdPdGPkKpQskQ,345033,2927726,Lo-Fi; electronic; Italy; italian; instrumental,IT,Italy,instrumental hip hop; lo-fi; hip hop; lo-fi hip hop; instrumental,100,,,Person,male,31150,68983,,lastfm+mb
Autumn Camp,xander.,xander.,Sleepwalking,,,,,2023-07-10,2:44,False,https://open.spotify.com/track/25P1G1nvlrhODh7LZth2v9,spotify:track:25P1G1nvlrhODh7LZth2v9,377556,4197839,Lo-Fi; electronic; United States; USA; instrumental hip-hop,US,United States,trance; downtempo; pop; dubstep; hardcore,100,,,Person,male,39435,93537,,lastfm+mb
CASa,HM Surf,HM Surf; 96 Zeus; The Sims; Lofi Girl,Lofi Girl x The Sims - cozy music to feel ooh be gah!,,,,,2026-03-23,2:46,False,https://open.spotify.com/track/6Ud8HcXcmCk3YZanWiKurl,spotify:track:6Ud8HcXcmCk3YZanWiKurl,473204,5542002,chillhop; electronic; Norway; beats; norwegian,NO,Norway,downtempo; pop; instrumental; dance; house,100,,,Person,male,3843,6316,,lastfm+mb
Floating,Sebastian Kamae,Sebastian Kamae; Epona,Skylines,,,,,2022-11-03,2:30,False,https://open.spotify.com/track/1EU9abWzzqDLDHEFQZDlUw,spotify:track:1EU9abWzzqDLDHEFQZDlUw,302128,1744677,instrumental; electronic; Lo-Fi; dutch; chillout,,Amsterdam,downtempo; pop; instrumental; jazz; dance,100,,,Person,male,18757,37666,,lastfm+mb
Waves and Whispers,møndberg,møndberg; marsquake,Waves and Whispers,,,,,2025-07-14,1:52,False,https://open.spotify.com/track/2hg8GrLhGs9MsdI3qhRL0j,spotify:track:2hg8GrLhGs9MsdI3qhRL0j,102723,466148,,TR,Türkiye,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,6923,12974,,lastfm+mb
juno,ornaut,ornaut; if only,starsailing,,,,,2024-08-19,2:42,False,https://open.spotify.com/track/0akhMiqe92d1uaaXh2BfXC,spotify:track:0akhMiqe92d1uaaXh2BfXC,61613,326594,,,,,100,,,Person,male,9978,18478,,lastfm+mb
Words We Never Said,Kanisan,Kanisan; Thaehan,Murmures,,,,,2025-12-22,2:16,False,https://open.spotify.com/track/3FX0sKJ7wEcKli1edwCPsq,spotify:track:3FX0sKJ7wEcKli1edwCPsq,327354,3069819,Lo-Fi; instrumental; france; electronic; chillout,,Strasbourg,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,5394,9809,,lastfm+mb
there’s still hope,xander.,xander.; Lucid Keys,A Quiet Hour,,,,,2026-03-09,2:24,False,https://open.spotify.com/track/31rV0zHe2L9CKvghx3ReTu,spotify:track:31rV0zHe2L9CKvghx3ReTu,377556,4197839,Lo-Fi; electronic; United States; USA; instrumental hip-hop,US,United States,trance; downtempo; pop; dubstep; hardcore,100,,,Person,male,4678,7693,,lastfm+mb
Blooming Dales,Krynoze,Krynoze; Diiolme,A World After,,,,,2021-10-05,2:46,False,https://open.spotify.com/track/2jO5VahItb6BzUAd1mW5AA,spotify:track:2jO5VahItb6BzUAd1mW5AA,312305,3368803,india; electronic; lo-fi hip hop; chill; Lo-Fi,IN,India,downtempo; instrumental; hip hop; lo-fi; boom bap,100,1993,,Person,male,67560,171335,,lastfm+mb
departure,j'san,j'san; tices; Epektase,Fragments,,,,,2026-03-02,2:17,False,https://open.spotify.com/track/2u99m4epoL6GpQPMU3dUc8,spotify:track:2u99m4epoL6GpQPMU3dUc8,549689,5391271,Lo-Fi; instrumental hip-hop; instrumental; jazz; chillhop,,,,100,,,Group,,4005,6799,,lastfm+mb
Epiphany,WYS,WYS,South Pole,,,,,2023-01-02,2:25,False,https://open.spotify.com/track/7rqNwK73Q60SUZmnVDwcXr,spotify:track:7rqNwK73Q60SUZmnVDwcXr,513312,5969917,Lo-Fi; electronic; chill; chillhop; french,,Besançon,lo-fi hip hop; hip hop; chillwave; instrumental hip hop; boom bap,100,,,Person,male,22399,50538,,lastfm+mb
Sims Straight Ahead,S N U G,S N U G; The Sims; Lofi Girl,Lofi Girl x The Sims - cozy music to feel ooh be gah!,,,,,2026-03-23,2:21,False,https://open.spotify.com/track/7qI9tztGqPNcW4sA9EzEU7,spotify:track:7qI9tztGqPNcW4sA9EzEU7,293077,3017617,Lo-Fi; electronic; malaysia; lofi; instrumental hip-hop,MY,Malaysia,lo-fi hip hop; instrumental; hip hop; chillwave; instrumental hip hop,100,,,Person,male,3299,5369,,lastfm+mb
pale blue dot,ornaut,ornaut; Slo Loris; honey mtn,starsailing,,,,,2024-08-19,3:10,False,https://open.spotify.com/track/59bDjgX0TLRpHkUIgQvMoE,spotify:track:59bDjgX0TLRpHkUIgQvMoE,61613,326594,,,,,100,,,Person,male,9291,16707,,lastfm+mb
Fairy Dust,KioKo,KioKo; nytø; qtsal; Corey J. Beats,Enchanted Forest,,,,,2023-11-23,2:29,False,https://open.spotify.com/track/1oqDA4Wk5bt0czBHuY1HMN,spotify:track:1oqDA4Wk5bt0czBHuY1HMN,58584,253735,post-rock; electronic; chill; UK; Lo-Fi,,,hip hop; chillwave; instrumental hip hop; lo-fi; lo-fi hip hop,100,,,Person,male,1617,5082,,lastfm+mb
Equipment,noni,noni; Rudy Raw,momentary,,,,,2022-07-07,2:06,False,https://open.spotify.com/track/63refOiQuqDEIt0D8HpRLS,spotify:track:63refOiQuqDEIt0D8HpRLS,133194,722926,deep house; hiphop; nederhop; indonesia; Chez Damier,RO,Romania,,100,1992,,Person,male,20024,40177,,lastfm+mb
Golden Hour,Jhove,Jhove; fourwalls,Golden Hour,,,,,2021-05-08,2:16,False,https://open.spotify.com/track/1haPkyJOLCQfUU0C4aWdk3,spotify:track:1haPkyJOLCQfUU0C4aWdk3,390191,5459323,Lo-Fi; electronic; chill; instrumental; denmark,,Vejle,lo-fi hip hop; instrumental hip hop; hip hop; chillwave; boom bap,100,,,Person,male,65336,162911,,lastfm+mb
Roadtrip,j'san,j'san; Klemsis,Saturday Chillin',,,,,2024-07-19,1:46,False,https://open.spotify.com/track/2QLUYiNzHJuIfB6M0PUbrJ,spotify:track:2QLUYiNzHJuIfB6M0PUbrJ,549689,5391271,Lo-Fi; instrumental hip-hop; instrumental; jazz; chillhop,,,,100,,,Group,,10267,19328,,lastfm+mb
Sweet Animal Island,Kainbeats,Kainbeats; The Sims; Lofi Girl,Lofi Girl x The Sims - cozy music to feel ooh be gah!,,,,,2026-03-23,2:31,False,https://open.spotify.com/track/1zyGe5gI6F5XzYU6jP0syC,spotify:track:1zyGe5gI6F5XzYU6jP0syC,413723,5394021,instrumental hip-hop; electronic; chillhop; lofi; Lo-Fi,US,United States,downtempo; classical; instrumental; ambient; hip hop,100,,,Person,male,3385,5453,,lastfm+mb
cheat codes,Bert,Bert,offline,,,,,2021-06-25,2:44,False,https://open.spotify.com/track/6GfskQ77n369PDa4nUCqL6,spotify:track:6GfskQ77n369PDa4nUCqL6,180792,1087604,noise rock; electronic; Soundtrack; emo; Lo-Fi,DE,Germany,jazz; easy listening; sweet and gentle; death by stroke; 2008 universal fire victim,100,1923,1980,Person,male,22020,50938,,lastfm+mb
Flow of Life,Living Room,Living Room,Flow Of Life,,,,,2025-02-17,2:08,False,https://open.spotify.com/track/0YuoT5u4w12dcblWffNt4w,spotify:track:0YuoT5u4w12dcblWffNt4w,397373,3831807,lounge; chillout; ambient; jazz; downtempo,DE,Germany,electronic; downtempo; instrumental; ambient; house,100,1979,,Person,male,14102,34228,,lastfm+mb
4 Months,dryhope,dryhope,Blissful Dreams,,,,,2023-05-24,3:07,False,https://open.spotify.com/track/1msIcFmuy8NadZMakq26Jz,spotify:track:1msIcFmuy8NadZMakq26Jz,281688,2404249,Lo-Fi; instrumental; Sweden; electronic; instrumental hip-hop,SE,Sweden,hip hop; chillwave; instrumental; instrumental hip hop; boom bap,100,,,Person,male,25232,103616,,lastfm+mb
Living Free,møndberg,møndberg,Living Free,,,,,2022-05-21,3:09,False,https://open.spotify.com/track/34ud4LQuDorSoJZiUdFhVR,spotify:track:34ud4LQuDorSoJZiUdFhVR,102723,466148,,TR,Türkiye,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,30895,137411,,lastfm+mb
Echoes from Beyond,Gerardo Millán,Gerardo Millán,Before the stars,,,,,2024-01-04,2:34,False,https://open.spotify.com/track/3090cNRDSPHAbW6G3jnhAN,spotify:track:3090cNRDSPHAbW6G3jnhAN,111142,1661523,,,,lo-fi hip hop; chillwave; instrumental hip hop; downtempo; instrumental,100,,,Person,male,29454,111525,,lastfm+mb
Satellites,Kupla,Kupla; less.people,Space Between Worlds,,,,,2026-03-30,2:38,False,https://open.spotify.com/track/59Tws841ecn4DPkz8jIQad,spotify:track:59Tws841ecn4DPkz8jIQad,592470,10068310,chillout; ambient; Lo-Fi; electronic; instrumental hip-hop,,Helsinki,lo-fi hip hop; hip hop; chillwave; boom bap; downtempo,100,1988,,Person,,3086,4722,,lastfm+mb
Lost Days,Kanisan,Kanisan; Thaehan,Murmures,,,,,2025-12-22,2:26,False,https://open.spotify.com/track/3v8Fv2W1e4aerxqZ50pLbl,spotify:track:3v8Fv2W1e4aerxqZ50pLbl,327354,3069819,Lo-Fi; instrumental; france; electronic; chillout,,Strasbourg,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,5464,10039,,lastfm+mb
from Plymouth to Los Angeles,fosse,fosse; juniorodeo,Back on Fiji Hill,,,,,2025-02-03,2:01,False,https://open.spotify.com/track/0KdHBnIWnanDSf5B6gPuMn,spotify:track:0KdHBnIWnanDSf5B6gPuMn,38381,198984,,,,,100,,,Person,male,8647,15931,,lastfm+mb
Consequences,ENRA,ENRA,In Motion,,,,,2020-09-29,2:04,False,https://open.spotify.com/track/5qyKaZXmc3pGYjCjgQmdMf,spotify:track:5qyKaZXmc3pGYjCjgQmdMf,345033,2927726,Lo-Fi; electronic; Italy; italian; instrumental,IT,Italy,instrumental hip hop; lo-fi; hip hop; lo-fi hip hop; instrumental,100,,,Person,male,70765,182816,,lastfm+mb
Dozy,LUQĘT,LUQĘT; thatlofiguy,Blissful Dreams,,,,,2023-05-24,2:08,False,https://open.spotify.com/track/0GI3Xy7tWFnYiQvpHVuzGB,spotify:track:0GI3Xy7tWFnYiQvpHVuzGB,105938,679000,ambient; chillout; instrumental; electronic; instrumental hip-hop,,Moscow,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,31645,119119,,lastfm+mb
Miles Away,Spencer Hunt,Spencer Hunt,Morning Coffee,,,,,2022-04-11,2:13,False,https://open.spotify.com/track/0e4Am972s6Sc52FStKr4Wu,spotify:track:0e4Am972s6Sc52FStKr4Wu,256235,1816074,chillout; electronic; Lo-Fi; instrumental; chill,GB,United Kingdom,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,27349,62281,,lastfm+mb
Seahorses,Nothingtosay,Nothingtosay; D0d.,Under The Sea,,,,,2024-10-14,2:08,False,https://open.spotify.com/track/45Mxc5kgMZfMVM1otpKG4h,spotify:track:45Mxc5kgMZfMVM1otpKG4h,236217,1775001,Lo-Fi; electronic; lo-fi hip hop; chill,FR,France,downtempo; instrumental; boom bap; hip hop; chillwave,100,,,Person,male,25433,52032,,lastfm+mb
Now We Know,Charlee Nguyen,Charlee Nguyen; fnonose,The meaning of love,,,,,2023-05-03,2:27,False,https://open.spotify.com/track/3TZxe4lTl1eb124ceJnvxj,spotify:track:3TZxe4lTl1eb124ceJnvxj,159660,1060514,instrumental; electronic; chill; USA; Lo-Fi,US,United States,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,12238,24151,,lastfm+mb
Vibrant feelings,eugenio izzi,eugenio izzi,Necessary Changes,,,,,2022-02-02,2:32,False,https://open.spotify.com/track/3i7GaFfqHE0gQBMs5aOHys,spotify:track:3i7GaFfqHE0gQBMs5aOHys,247507,1919101,Lo-Fi; electronic; Italy; italian; instrumental hip-hop,IT,Italy,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,23448,48882,,lastfm+mb
Anther,Blue Wednesday,Blue Wednesday,Anther,,,,,2026-03-30,3:09,False,https://open.spotify.com/track/5HCvbpbj2rypybAe4vbrGs,spotify:track:5HCvbpbj2rypybAe4vbrGs,405190,3756816,instrumental hip-hop; electronic; chill; canada; Lo-Fi,CA,Canada,lo-fi hip hop; instrumental hip hop; hip hop; lo-fi; chillwave,100,,,Person,male,3326,5670,,lastfm+mb
Azure,ENRA,ENRA; dr. niar,Blue Hour,,,,,2021-09-11,2:19,False,https://open.spotify.com/track/08TIGvwXei4ZLnMrcvA2fA,spotify:track:08TIGvwXei4ZLnMrcvA2fA,345033,2927726,Lo-Fi; electronic; Italy; italian; instrumental,IT,Italy,instrumental hip hop; lo-fi; hip hop; lo-fi hip hop; instrumental,100,,,Person,male,24184,49409,,lastfm+mb
